"Iter","s3dis/semseg-octformer-v1m1-0-lit - _step","s3dis/semseg-octformer-v1m1-0-lit - _step__MIN","s3dis/semseg-octformer-v1m1-0-lit - _step__MAX","s3dis/semseg-octformer-v1m1-0-lit - train_batch/loss","s3dis/semseg-octformer-v1m1-0-lit - train_batch/loss__MIN","s3dis/semseg-octformer-v1m1-0-lit - train_batch/loss__MAX"
"5398","5398","5398","5398","0.8204683065414429","0.8204683065414429","0.8204683065414429"
"5399","5399","5399","5399","0.7687737345695496","0.7687737345695496","0.7687737345695496"
"5400","5400","5400","5400","0.6736783385276794","0.6736783385276794","0.6736783385276794"
"5401","5401","5401","5401","0.8124389052391052","0.8124389052391052","0.8124389052391052"
"5402","5402","5402","5402","0.7219135165214539","0.7219135165214539","0.7219135165214539"
"5403","5403","5403","5403","0.7260947823524475","0.7260947823524475","0.7260947823524475"
"5404","5404","5404","5404","0.5759111642837524","0.5759111642837524","0.5759111642837524"
"5405","5405","5405","5405","0.8223196268081665","0.8223196268081665","0.8223196268081665"
"5406","5406","5406","5406","0.7457439303398132","0.7457439303398132","0.7457439303398132"
"5407","5407","5407","5407","0.8098994493484497","0.8098994493484497","0.8098994493484497"
"5408","5408","5408","5408","0.6994326114654541","0.6994326114654541","0.6994326114654541"
"5409","5409","5409","5409","0.6708618402481079","0.6708618402481079","0.6708618402481079"
"5410","5410","5410","5410","0.5546561479568481","0.5546561479568481","0.5546561479568481"
"5411","5411","5411","5411","0.6976909637451172","0.6976909637451172","0.6976909637451172"
"5412","5412","5412","5412","0.7035659551620483","0.7035659551620483","0.7035659551620483"
"5413","5413","5413","5413","0.8243102431297302","0.8243102431297302","0.8243102431297302"
"5414","5414","5414","5414","0.6721533536911011","0.6721533536911011","0.6721533536911011"
"5415","5415","5415","5415","0.6823285222053528","0.6823285222053528","0.6823285222053528"
"5416","5416","5416","5416","0.7932512164115906","0.7932512164115906","0.7932512164115906"
"5417","5417","5417","5417","0.7911864519119263","0.7911864519119263","0.7911864519119263"
"5418","5418","5418","5418","0.5837295055389404","0.5837295055389404","0.5837295055389404"
"5419","5419","5419","5419","0.666801393032074","0.666801393032074","0.666801393032074"
"5420","5420","5420","5420","0.590007483959198","0.590007483959198","0.590007483959198"
"5421","5421","5421","5421","0.6163761615753174","0.6163761615753174","0.6163761615753174"
"5422","5422","5422","5422","0.7198687791824341","0.7198687791824341","0.7198687791824341"
"5423","5423","5423","5423","0.5548705458641052","0.5548705458641052","0.5548705458641052"
"5424","5424","5424","5424","0.72810959815979","0.72810959815979","0.72810959815979"
"5425","5425","5425","5425","0.5152438282966614","0.5152438282966614","0.5152438282966614"
"5426","5426","5426","5426","0.7072597146034241","0.7072597146034241","0.7072597146034241"
"5427","5427","5427","5427","0.8837183713912964","0.8837183713912964","0.8837183713912964"
"5428","5428","5428","5428","0.6878995895385742","0.6878995895385742","0.6878995895385742"
"5429","5429","5429","5429","0.7674820423126221","0.7674820423126221","0.7674820423126221"
"5430","5430","5430","5430","0.7173020243644714","0.7173020243644714","0.7173020243644714"
"5431","5431","5431","5431","0.8135018944740295","0.8135018944740295","0.8135018944740295"
"5432","5432","5432","5432","0.8306041359901428","0.8306041359901428","0.8306041359901428"
"5433","5433","5433","5433","0.62977534532547","0.62977534532547","0.62977534532547"
"5434","5434","5434","5434","0.938075602054596","0.938075602054596","0.938075602054596"
"5435","5435","5435","5435","0.6608573198318481","0.6608573198318481","0.6608573198318481"
"5436","5436","5436","5436","0.8099423050880432","0.8099423050880432","0.8099423050880432"
"5437","5437","5437","5437","0.6840599775314331","0.6840599775314331","0.6840599775314331"
"5438","5438","5438","5438","0.5724387168884277","0.5724387168884277","0.5724387168884277"
"5439","5439","5439","5439","0.8138711452484131","0.8138711452484131","0.8138711452484131"
"5440","5440","5440","5440","0.7515113353729248","0.7515113353729248","0.7515113353729248"
"5441","5441","5441","5441","0.8905572295188904","0.8905572295188904","0.8905572295188904"
"5442","5442","5442","5442","0.6611892580986023","0.6611892580986023","0.6611892580986023"
"5443","5443","5443","5443","0.7808675765991211","0.7808675765991211","0.7808675765991211"
"5444","5444","5444","5444","0.7308319807052612","0.7308319807052612","0.7308319807052612"
"5445","5445","5445","5445","0.5494250059127808","0.5494250059127808","0.5494250059127808"
"5446","5446","5446","5446","0.6440590023994446","0.6440590023994446","0.6440590023994446"
"5447","5447","5447","5447","0.6693207621574402","0.6693207621574402","0.6693207621574402"
"5448","5448","5448","5448","0.8800711631774902","0.8800711631774902","0.8800711631774902"
"5449","5449","5449","5449","0.6649824976921082","0.6649824976921082","0.6649824976921082"
"5450","5450","5450","5450","0.8919625878334045","0.8919625878334045","0.8919625878334045"
"5451","5451","5451","5451","0.7576332688331604","0.7576332688331604","0.7576332688331604"
"5452","5452","5452","5452","0.801189661026001","0.801189661026001","0.801189661026001"
"5453","5453","5453","5453","0.7494382858276367","0.7494382858276367","0.7494382858276367"
"5454","5454","5454","5454","0.7048208713531494","0.7048208713531494","0.7048208713531494"
"5455","5455","5455","5455","0.6331624984741211","0.6331624984741211","0.6331624984741211"
"5456","5456","5456","5456","0.5940015912055969","0.5940015912055969","0.5940015912055969"
"5457","5457","5457","5457","0.6402180790901184","0.6402180790901184","0.6402180790901184"
"5458","5458","5458","5458","0.8946650624275208","0.8946650624275208","0.8946650624275208"
"5459","5459","5459","5459","0.6773622035980225","0.6773622035980225","0.6773622035980225"
"5460","5460","5460","5460","0.6086130142211914","0.6086130142211914","0.6086130142211914"
"5461","5461","5461","5461","0.9072375893592834","0.9072375893592834","0.9072375893592834"
"5462","5462","5462","5462","0.7098771929740906","0.7098771929740906","0.7098771929740906"
"5463","5463","5463","5463","0.6603258848190308","0.6603258848190308","0.6603258848190308"
"5464","5464","5464","5464","0.7471745610237122","0.7471745610237122","0.7471745610237122"
"5465","5465","5465","5465","0.7325095534324646","0.7325095534324646","0.7325095534324646"
"5466","5466","5466","5466","0.6606225967407227","0.6606225967407227","0.6606225967407227"
"5467","5467","5467","5467","0.6298325657844543","0.6298325657844543","0.6298325657844543"
"5468","5468","5468","5468","0.5765200853347778","0.5765200853347778","0.5765200853347778"
"5469","5469","5469","5469","0.848713219165802","0.848713219165802","0.848713219165802"
"5470","5470","5470","5470","0.8411800861358643","0.8411800861358643","0.8411800861358643"
"5471","5471","5471","5471","0.6345435380935669","0.6345435380935669","0.6345435380935669"
"5472","5472","5472","5472","0.720915675163269","0.720915675163269","0.720915675163269"
"5473","5473","5473","5473","0.6121001243591309","0.6121001243591309","0.6121001243591309"
"5474","5474","5474","5474","0.5964003801345825","0.5964003801345825","0.5964003801345825"
"5475","5475","5475","5475","0.6908022165298462","0.6908022165298462","0.6908022165298462"
"5476","5476","5476","5476","0.8821892738342285","0.8821892738342285","0.8821892738342285"
"5477","5477","5477","5477","0.6341273784637451","0.6341273784637451","0.6341273784637451"
"5478","5478","5478","5478","0.7876225709915161","0.7876225709915161","0.7876225709915161"
"5479","5479","5479","5479","0.5804066061973572","0.5804066061973572","0.5804066061973572"
"5480","5480","5480","5480","0.9613804817199707","0.9613804817199707","0.9613804817199707"
"5481","5481","5481","5481","0.6152347326278687","0.6152347326278687","0.6152347326278687"
"5482","5482","5482","5482","0.6172944903373718","0.6172944903373718","0.6172944903373718"
"5483","5483","5483","5483","0.8402405381202698","0.8402405381202698","0.8402405381202698"
"5484","5484","5484","5484","0.647297739982605","0.647297739982605","0.647297739982605"
"5485","5485","5485","5485","0.7543882131576538","0.7543882131576538","0.7543882131576538"
"5486","5486","5486","5486","0.6259174942970276","0.6259174942970276","0.6259174942970276"
"5487","5487","5487","5487","0.795188844203949","0.795188844203949","0.795188844203949"
"5488","5488","5488","5488","0.6891703009605408","0.6891703009605408","0.6891703009605408"
"5489","5489","5489","5489","0.7747510075569153","0.7747510075569153","0.7747510075569153"
"5490","5490","5490","5490","0.7227503657341003","0.7227503657341003","0.7227503657341003"
"5491","5491","5491","5491","0.7081465721130371","0.7081465721130371","0.7081465721130371"
"5492","5492","5492","5492","0.7406299710273743","0.7406299710273743","0.7406299710273743"
"5493","5493","5493","5493","0.7311774492263794","0.7311774492263794","0.7311774492263794"
"5494","5494","5494","5494","0.6826512217521667","0.6826512217521667","0.6826512217521667"
"5495","5495","5495","5495","0.6770585775375366","0.6770585775375366","0.6770585775375366"
"5496","5496","5496","5496","0.655894935131073","0.655894935131073","0.655894935131073"
"5497","5497","5497","5497","0.6970747709274292","0.6970747709274292","0.6970747709274292"
"5498","5498","5498","5498","0.7181461453437805","0.7181461453437805","0.7181461453437805"
"5499","5499","5499","5499","0.7857349514961243","0.7857349514961243","0.7857349514961243"
"5500","5500","5500","5500","0.6967624425888062","0.6967624425888062","0.6967624425888062"
"5501","5501","5501","5501","0.7032490372657776","0.7032490372657776","0.7032490372657776"
"5502","5502","5502","5502","0.8267270922660828","0.8267270922660828","0.8267270922660828"
"5503","5503","5503","5503","0.7058258652687073","0.7058258652687073","0.7058258652687073"
"5504","5504","5504","5504","0.7048743963241577","0.7048743963241577","0.7048743963241577"
"5505","5505","5505","5505","0.7531815767288208","0.7531815767288208","0.7531815767288208"
"5506","5506","5506","5506","0.6412830352783203","0.6412830352783203","0.6412830352783203"
"5507","5507","5507","5507","0.5647071003913879","0.5647071003913879","0.5647071003913879"
"5508","5508","5508","5508","0.8559110164642334","0.8559110164642334","0.8559110164642334"
"5509","5509","5509","5509","0.5793172717094421","0.5793172717094421","0.5793172717094421"
"5510","5510","5510","5510","0.7303075790405273","0.7303075790405273","0.7303075790405273"
"5511","5511","5511","5511","0.5810422301292419","0.5810422301292419","0.5810422301292419"
"5512","5512","5512","5512","0.7259126305580139","0.7259126305580139","0.7259126305580139"
"5513","5513","5513","5513","0.6669467091560364","0.6669467091560364","0.6669467091560364"
"5514","5514","5514","5514","0.715365469455719","0.715365469455719","0.715365469455719"
"5515","5515","5515","5515","0.5664549469947815","0.5664549469947815","0.5664549469947815"
"5516","5516","5516","5516","0.8133560419082642","0.8133560419082642","0.8133560419082642"
"5517","5517","5517","5517","0.6126042008399963","0.6126042008399963","0.6126042008399963"
"5518","5518","5518","5518","0.6214130520820618","0.6214130520820618","0.6214130520820618"
"5519","5519","5519","5519","0.7828471064567566","0.7828471064567566","0.7828471064567566"
"5520","5520","5520","5520","0.6691290736198425","0.6691290736198425","0.6691290736198425"
"5521","5521","5521","5521","0.873170793056488","0.873170793056488","0.873170793056488"
"5522","5522","5522","5522","0.5500754714012146","0.5500754714012146","0.5500754714012146"
"5523","5523","5523","5523","0.6379166841506958","0.6379166841506958","0.6379166841506958"
"5524","5524","5524","5524","0.6354527473449707","0.6354527473449707","0.6354527473449707"
"5525","5525","5525","5525","0.6307752132415771","0.6307752132415771","0.6307752132415771"
"5526","5526","5526","5526","0.8103585243225098","0.8103585243225098","0.8103585243225098"
"5527","5527","5527","5527","0.7727321982383728","0.7727321982383728","0.7727321982383728"
"5528","5528","5528","5528","0.6461475491523743","0.6461475491523743","0.6461475491523743"
"5529","5529","5529","5529","0.9231675863265991","0.9231675863265991","0.9231675863265991"
"5530","5530","5530","5530","0.6714262962341309","0.6714262962341309","0.6714262962341309"
"5531","5531","5531","5531","0.7317653298377991","0.7317653298377991","0.7317653298377991"
"5532","5532","5532","5532","0.716547966003418","0.716547966003418","0.716547966003418"
"5533","5533","5533","5533","0.7474398612976074","0.7474398612976074","0.7474398612976074"
"5534","5534","5534","5534","0.6823709607124329","0.6823709607124329","0.6823709607124329"
"5535","5535","5535","5535","0.7679930329322815","0.7679930329322815","0.7679930329322815"
"5536","5536","5536","5536","0.6443637609481812","0.6443637609481812","0.6443637609481812"
"5537","5537","5537","5537","0.849723219871521","0.849723219871521","0.849723219871521"
"5538","5538","5538","5538","0.634024977684021","0.634024977684021","0.634024977684021"
"5539","5539","5539","5539","0.6459175944328308","0.6459175944328308","0.6459175944328308"
"5540","5540","5540","5540","0.7529829144477844","0.7529829144477844","0.7529829144477844"
"5541","5541","5541","5541","0.8987389206886292","0.8987389206886292","0.8987389206886292"
"5542","5542","5542","5542","0.7759113311767578","0.7759113311767578","0.7759113311767578"
"5543","5543","5543","5543","0.8757832050323486","0.8757832050323486","0.8757832050323486"
"5544","5544","5544","5544","0.9132060408592224","0.9132060408592224","0.9132060408592224"
"5545","5545","5545","5545","0.7441318035125732","0.7441318035125732","0.7441318035125732"
"5546","5546","5546","5546","0.8436004519462585","0.8436004519462585","0.8436004519462585"
"5547","5547","5547","5547","0.6405832171440125","0.6405832171440125","0.6405832171440125"
"5548","5548","5548","5548","0.7251909971237183","0.7251909971237183","0.7251909971237183"
"5549","5549","5549","5549","0.6083992719650269","0.6083992719650269","0.6083992719650269"
"5550","5550","5550","5550","0.7671307325363159","0.7671307325363159","0.7671307325363159"
"5551","5551","5551","5551","0.7265192866325378","0.7265192866325378","0.7265192866325378"
"5552","5552","5552","5552","0.7162607312202454","0.7162607312202454","0.7162607312202454"
"5553","5553","5553","5553","0.6261757612228394","0.6261757612228394","0.6261757612228394"
"5554","5554","5554","5554","0.5773367285728455","0.5773367285728455","0.5773367285728455"
"5555","5555","5555","5555","0.7257171273231506","0.7257171273231506","0.7257171273231506"
"5556","5556","5556","5556","0.680817723274231","0.680817723274231","0.680817723274231"
"5557","5557","5557","5557","0.6082828640937805","0.6082828640937805","0.6082828640937805"
"5558","5558","5558","5558","0.6870695948600769","0.6870695948600769","0.6870695948600769"
"5559","5559","5559","5559","0.8417900800704956","0.8417900800704956","0.8417900800704956"
"5560","5560","5560","5560","0.7295976281166077","0.7295976281166077","0.7295976281166077"
"5561","5561","5561","5561","0.675187349319458","0.675187349319458","0.675187349319458"
"5562","5562","5562","5562","0.6022772789001465","0.6022772789001465","0.6022772789001465"
"5563","5563","5563","5563","0.6713045239448547","0.6713045239448547","0.6713045239448547"
"5564","5564","5564","5564","0.7547440528869629","0.7547440528869629","0.7547440528869629"
"5565","5565","5565","5565","0.6744135022163391","0.6744135022163391","0.6744135022163391"
"5566","5566","5566","5566","0.7348995208740234","0.7348995208740234","0.7348995208740234"
"5567","5567","5567","5567","0.8112077116966248","0.8112077116966248","0.8112077116966248"
"5568","5568","5568","5568","0.755753755569458","0.755753755569458","0.755753755569458"
"5569","5569","5569","5569","0.7114437222480774","0.7114437222480774","0.7114437222480774"
"5570","5570","5570","5570","0.7390260100364685","0.7390260100364685","0.7390260100364685"
"5571","5571","5571","5571","0.9506934285163879","0.9506934285163879","0.9506934285163879"
"5572","5572","5572","5572","0.7592157125473022","0.7592157125473022","0.7592157125473022"
"5573","5573","5573","5573","0.8379056453704834","0.8379056453704834","0.8379056453704834"
"5574","5574","5574","5574","0.5242578387260437","0.5242578387260437","0.5242578387260437"
"5575","5575","5575","5575","0.5804156064987183","0.5804156064987183","0.5804156064987183"
"5576","5576","5576","5576","0.7530364990234375","0.7530364990234375","0.7530364990234375"
"5577","5577","5577","5577","0.7632117867469788","0.7632117867469788","0.7632117867469788"
"5578","5578","5578","5578","0.5990151166915894","0.5990151166915894","0.5990151166915894"
"5579","5579","5579","5579","0.621133029460907","0.621133029460907","0.621133029460907"
"5580","5580","5580","5580","0.5879045724868774","0.5879045724868774","0.5879045724868774"
"5581","5581","5581","5581","0.7948685884475708","0.7948685884475708","0.7948685884475708"
"5582","5582","5582","5582","0.7335348725318909","0.7335348725318909","0.7335348725318909"
"5583","5583","5583","5583","0.6109755635261536","0.6109755635261536","0.6109755635261536"
"5584","5584","5584","5584","0.7207282781600952","0.7207282781600952","0.7207282781600952"
"5585","5585","5585","5585","0.772818922996521","0.772818922996521","0.772818922996521"
"5586","5586","5586","5586","0.6708070039749146","0.6708070039749146","0.6708070039749146"
"5587","5587","5587","5587","0.6443239450454712","0.6443239450454712","0.6443239450454712"
"5588","5588","5588","5588","0.6607898473739624","0.6607898473739624","0.6607898473739624"
"5589","5589","5589","5589","0.7259141206741333","0.7259141206741333","0.7259141206741333"
"5590","5590","5590","5590","0.846445620059967","0.846445620059967","0.846445620059967"
"5591","5591","5591","5591","0.5565546751022339","0.5565546751022339","0.5565546751022339"
"5592","5592","5592","5592","0.6595982313156128","0.6595982313156128","0.6595982313156128"
"5593","5593","5593","5593","0.7505813837051392","0.7505813837051392","0.7505813837051392"
"5594","5594","5594","5594","0.8181751370429993","0.8181751370429993","0.8181751370429993"
"5595","5595","5595","5595","0.6307642459869385","0.6307642459869385","0.6307642459869385"
"5596","5596","5596","5596","0.5665150284767151","0.5665150284767151","0.5665150284767151"
"5597","5597","5597","5597","0.8747844696044922","0.8747844696044922","0.8747844696044922"
"5598","5598","5598","5598","0.6800421476364136","0.6800421476364136","0.6800421476364136"
"5599","5599","5599","5599","0.7585554122924805","0.7585554122924805","0.7585554122924805"
"5600","5600","5600","5600","0.7302079796791077","0.7302079796791077","0.7302079796791077"
"5601","5601","5601","5601","0.8464003801345825","0.8464003801345825","0.8464003801345825"
"5602","5602","5602","5602","0.732869565486908","0.732869565486908","0.732869565486908"
"5603","5603","5603","5603","0.5872560143470764","0.5872560143470764","0.5872560143470764"
"5604","5604","5604","5604","0.7155903577804565","0.7155903577804565","0.7155903577804565"
"5605","5605","5605","5605","0.6200480461120605","0.6200480461120605","0.6200480461120605"
"5606","5606","5606","5606","0.5656880736351013","0.5656880736351013","0.5656880736351013"
"5607","5607","5607","5607","0.673950731754303","0.673950731754303","0.673950731754303"
"5608","5608","5608","5608","0.7795989513397217","0.7795989513397217","0.7795989513397217"
"5609","5609","5609","5609","0.6106573939323425","0.6106573939323425","0.6106573939323425"
"5610","5610","5610","5610","0.7230685353279114","0.7230685353279114","0.7230685353279114"
"5611","5611","5611","5611","0.919050395488739","0.919050395488739","0.919050395488739"
"5612","5612","5612","5612","0.5883257985115051","0.5883257985115051","0.5883257985115051"
"5613","5613","5613","5613","0.9084935188293457","0.9084935188293457","0.9084935188293457"
"5614","5614","5614","5614","0.8232483267784119","0.8232483267784119","0.8232483267784119"
"5615","5615","5615","5615","0.7344534397125244","0.7344534397125244","0.7344534397125244"
"5616","5616","5616","5616","0.6708208322525024","0.6708208322525024","0.6708208322525024"
"5617","5617","5617","5617","0.8494022488594055","0.8494022488594055","0.8494022488594055"
"5618","5618","5618","5618","0.7146450877189636","0.7146450877189636","0.7146450877189636"
"5619","5619","5619","5619","0.6276536583900452","0.6276536583900452","0.6276536583900452"
"5620","5620","5620","5620","0.6510576009750366","0.6510576009750366","0.6510576009750366"
"5621","5621","5621","5621","0.712369978427887","0.712369978427887","0.712369978427887"
"5622","5622","5622","5622","0.6700573563575745","0.6700573563575745","0.6700573563575745"
"5623","5623","5623","5623","0.7051640748977661","0.7051640748977661","0.7051640748977661"
"5624","5624","5624","5624","0.6018721461296082","0.6018721461296082","0.6018721461296082"
"5625","5625","5625","5625","0.8148371577262878","0.8148371577262878","0.8148371577262878"
"5626","5626","5626","5626","0.8165416121482849","0.8165416121482849","0.8165416121482849"
"5627","5627","5627","5627","0.7501581311225891","0.7501581311225891","0.7501581311225891"
"5628","5628","5628","5628","0.8466998934745789","0.8466998934745789","0.8466998934745789"
"5629","5629","5629","5629","0.6609821319580078","0.6609821319580078","0.6609821319580078"
"5630","5630","5630","5630","0.7980732321739197","0.7980732321739197","0.7980732321739197"
"5631","5631","5631","5631","0.7412024736404419","0.7412024736404419","0.7412024736404419"
"5632","5632","5632","5632","0.562769889831543","0.562769889831543","0.562769889831543"
"5633","5633","5633","5633","0.5820407271385193","0.5820407271385193","0.5820407271385193"
"5634","5634","5634","5634","0.859663188457489","0.859663188457489","0.859663188457489"
"5635","5635","5635","5635","0.6448391675949097","0.6448391675949097","0.6448391675949097"
"5636","5636","5636","5636","0.5985056161880493","0.5985056161880493","0.5985056161880493"
"5637","5637","5637","5637","0.693651556968689","0.693651556968689","0.693651556968689"
"5638","5638","5638","5638","0.5469149351119995","0.5469149351119995","0.5469149351119995"
"5639","5639","5639","5639","0.6253283023834229","0.6253283023834229","0.6253283023834229"
"5640","5640","5640","5640","0.7268637418746948","0.7268637418746948","0.7268637418746948"
"5641","5641","5641","5641","0.7025099992752075","0.7025099992752075","0.7025099992752075"
"5642","5642","5642","5642","0.7382330298423767","0.7382330298423767","0.7382330298423767"
"5643","5643","5643","5643","0.7264124751091003","0.7264124751091003","0.7264124751091003"
"5644","5644","5644","5644","0.6340574026107788","0.6340574026107788","0.6340574026107788"
"5645","5645","5645","5645","0.7207752466201782","0.7207752466201782","0.7207752466201782"
"5646","5646","5646","5646","0.8876572847366333","0.8876572847366333","0.8876572847366333"
"5647","5647","5647","5647","0.8766611814498901","0.8766611814498901","0.8766611814498901"
"5648","5648","5648","5648","0.7294991612434387","0.7294991612434387","0.7294991612434387"
"5649","5649","5649","5649","0.6150813698768616","0.6150813698768616","0.6150813698768616"
"5650","5650","5650","5650","0.7100647687911987","0.7100647687911987","0.7100647687911987"
"5651","5651","5651","5651","0.6374977231025696","0.6374977231025696","0.6374977231025696"
"5652","5652","5652","5652","0.7615693211555481","0.7615693211555481","0.7615693211555481"
"5653","5653","5653","5653","0.7234306931495667","0.7234306931495667","0.7234306931495667"
"5654","5654","5654","5654","0.7910078763961792","0.7910078763961792","0.7910078763961792"
"5655","5655","5655","5655","0.776279091835022","0.776279091835022","0.776279091835022"
"5656","5656","5656","5656","0.8769446611404419","0.8769446611404419","0.8769446611404419"
"5657","5657","5657","5657","0.6952966451644897","0.6952966451644897","0.6952966451644897"
"5658","5658","5658","5658","0.5820739269256592","0.5820739269256592","0.5820739269256592"
"5659","5659","5659","5659","0.741209864616394","0.741209864616394","0.741209864616394"
"5660","5660","5660","5660","0.6246238946914673","0.6246238946914673","0.6246238946914673"
"5661","5661","5661","5661","0.7472196221351624","0.7472196221351624","0.7472196221351624"
"5662","5662","5662","5662","0.7472480535507202","0.7472480535507202","0.7472480535507202"
"5663","5663","5663","5663","0.7727975249290466","0.7727975249290466","0.7727975249290466"
"5664","5664","5664","5664","0.7170522809028625","0.7170522809028625","0.7170522809028625"
"5665","5665","5665","5665","0.7197469472885132","0.7197469472885132","0.7197469472885132"
"5666","5666","5666","5666","0.7375742197036743","0.7375742197036743","0.7375742197036743"
"5667","5667","5667","5667","0.6767899394035339","0.6767899394035339","0.6767899394035339"
"5668","5668","5668","5668","0.5470840930938721","0.5470840930938721","0.5470840930938721"
"5669","5669","5669","5669","0.7632418870925903","0.7632418870925903","0.7632418870925903"
"5670","5670","5670","5670","0.5944147109985352","0.5944147109985352","0.5944147109985352"
"5671","5671","5671","5671","0.8430072665214539","0.8430072665214539","0.8430072665214539"
"5672","5672","5672","5672","0.5848836898803711","0.5848836898803711","0.5848836898803711"
"5673","5673","5673","5673","0.7929911613464355","0.7929911613464355","0.7929911613464355"
"5674","5674","5674","5674","0.6324288249015808","0.6324288249015808","0.6324288249015808"
"5675","5675","5675","5675","0.6566729545593262","0.6566729545593262","0.6566729545593262"
"5676","5676","5676","5676","0.7546309232711792","0.7546309232711792","0.7546309232711792"
"5677","5677","5677","5677","0.685417115688324","0.685417115688324","0.685417115688324"
"5678","5678","5678","5678","0.6150288581848145","0.6150288581848145","0.6150288581848145"
"5679","5679","5679","5679","0.7312396764755249","0.7312396764755249","0.7312396764755249"
"5680","5680","5680","5680","0.6408958435058594","0.6408958435058594","0.6408958435058594"
"5681","5681","5681","5681","0.7153939604759216","0.7153939604759216","0.7153939604759216"
"5682","5682","5682","5682","0.6548320055007935","0.6548320055007935","0.6548320055007935"
"5683","5683","5683","5683","0.5843048691749573","0.5843048691749573","0.5843048691749573"
"5684","5684","5684","5684","0.7728524208068848","0.7728524208068848","0.7728524208068848"
"5685","5685","5685","5685","0.6077763438224792","0.6077763438224792","0.6077763438224792"
"5686","5686","5686","5686","0.7710782289505005","0.7710782289505005","0.7710782289505005"
"5687","5687","5687","5687","0.6251188516616821","0.6251188516616821","0.6251188516616821"
"5688","5688","5688","5688","0.6422301530838013","0.6422301530838013","0.6422301530838013"
"5689","5689","5689","5689","0.6298606991767883","0.6298606991767883","0.6298606991767883"
"5690","5690","5690","5690","0.8807480335235596","0.8807480335235596","0.8807480335235596"
"5691","5691","5691","5691","0.64289391040802","0.64289391040802","0.64289391040802"
"5692","5692","5692","5692","0.7782341241836548","0.7782341241836548","0.7782341241836548"
"5693","5693","5693","5693","0.5457072257995605","0.5457072257995605","0.5457072257995605"
"5694","5694","5694","5694","0.5749016404151917","0.5749016404151917","0.5749016404151917"
"5695","5695","5695","5695","0.7265761494636536","0.7265761494636536","0.7265761494636536"
"5696","5696","5696","5696","0.6931580901145935","0.6931580901145935","0.6931580901145935"
"5697","5697","5697","5697","0.6785653233528137","0.6785653233528137","0.6785653233528137"
"5698","5698","5698","5698","0.5617110729217529","0.5617110729217529","0.5617110729217529"
"5699","5699","5699","5699","0.9565035700798035","0.9565035700798035","0.9565035700798035"
"5700","5700","5700","5700","0.7575809955596924","0.7575809955596924","0.7575809955596924"
"5701","5701","5701","5701","0.6200608015060425","0.6200608015060425","0.6200608015060425"
"5702","5702","5702","5702","0.6241745948791504","0.6241745948791504","0.6241745948791504"
"5703","5703","5703","5703","0.7203918695449829","0.7203918695449829","0.7203918695449829"
"5704","5704","5704","5704","0.6925689578056335","0.6925689578056335","0.6925689578056335"
"5705","5705","5705","5705","0.5531048774719238","0.5531048774719238","0.5531048774719238"
"5706","5706","5706","5706","0.6217167377471924","0.6217167377471924","0.6217167377471924"
"5707","5707","5707","5707","0.6711878180503845","0.6711878180503845","0.6711878180503845"
"5708","5708","5708","5708","0.7145129442214966","0.7145129442214966","0.7145129442214966"
"5709","5709","5709","5709","0.909588098526001","0.909588098526001","0.909588098526001"
"5710","5710","5710","5710","0.7770971655845642","0.7770971655845642","0.7770971655845642"
"5711","5711","5711","5711","0.8162531852722168","0.8162531852722168","0.8162531852722168"
"5712","5712","5712","5712","0.652148425579071","0.652148425579071","0.652148425579071"
"5713","5713","5713","5713","0.7368324995040894","0.7368324995040894","0.7368324995040894"
"5714","5714","5714","5714","0.6659939885139465","0.6659939885139465","0.6659939885139465"
"5715","5715","5715","5715","0.6973797678947449","0.6973797678947449","0.6973797678947449"
"5716","5716","5716","5716","0.7292798161506653","0.7292798161506653","0.7292798161506653"
"5717","5717","5717","5717","0.6052679419517517","0.6052679419517517","0.6052679419517517"
"5718","5718","5718","5718","0.6337888836860657","0.6337888836860657","0.6337888836860657"
"5719","5719","5719","5719","0.7769342064857483","0.7769342064857483","0.7769342064857483"
"5720","5720","5720","5720","0.6240347027778625","0.6240347027778625","0.6240347027778625"
"5721","5721","5721","5721","0.7247291207313538","0.7247291207313538","0.7247291207313538"
"5722","5722","5722","5722","0.7794092297554016","0.7794092297554016","0.7794092297554016"
"5723","5723","5723","5723","0.7702393531799316","0.7702393531799316","0.7702393531799316"
"5724","5724","5724","5724","0.6951618194580078","0.6951618194580078","0.6951618194580078"
"5725","5725","5725","5725","0.7342110872268677","0.7342110872268677","0.7342110872268677"
"5726","5726","5726","5726","0.6076750159263611","0.6076750159263611","0.6076750159263611"
"5727","5727","5727","5727","0.8689523935317993","0.8689523935317993","0.8689523935317993"
"5728","5728","5728","5728","0.6488457322120667","0.6488457322120667","0.6488457322120667"
"5729","5729","5729","5729","0.8821853995323181","0.8821853995323181","0.8821853995323181"
"5730","5730","5730","5730","0.7259381413459778","0.7259381413459778","0.7259381413459778"
"5731","5731","5731","5731","0.624869704246521","0.624869704246521","0.624869704246521"
"5732","5732","5732","5732","0.8555703163146973","0.8555703163146973","0.8555703163146973"
"5733","5733","5733","5733","0.7773720026016235","0.7773720026016235","0.7773720026016235"
"5734","5734","5734","5734","0.7028630375862122","0.7028630375862122","0.7028630375862122"
"5735","5735","5735","5735","0.9251306056976318","0.9251306056976318","0.9251306056976318"
"5736","5736","5736","5736","0.7106471657752991","0.7106471657752991","0.7106471657752991"
